PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35070384","Artificial intelligence-assisted decision making for prognosis and drug efficacy prediction in lung cancer patients: a narrative review","Li J, Wu J, Zhao Z, Zhang Q, Shao J, Wang C, Qiu Z, Li W.","J Thorac Dis. 2021 Dec;13(12):7021-7033. doi: 10.21037/jtd-21-864.","Li J","J Thorac Dis","2021","2022/01/24","PMC8743400","","10.21037/jtd-21-864"
"32210601","Deep Learning-Based Method of Diagnosing Hyperlipidemia and Providing Diagnostic Markers Automatically","Liu Y, Zhang Q, Zhao G, Liu G, Liu Z.","Diabetes Metab Syndr Obes. 2020 Mar 11;13:679-691. doi: 10.2147/DMSO.S242585. eCollection 2020.","Liu Y","Diabetes Metab Syndr Obes","2020","2020/03/27","PMC7073442","","10.2147/DMSO.S242585"
"33955705","An artificial neural network-pharmacokinetic model and its interpretation using Shapley additive explanations","Ogami C, Tsuji Y, Seki H, Kawano H, To H, Matsumoto Y, Hosono H.","CPT Pharmacometrics Syst Pharmacol. 2021 Jul;10(7):760-768. doi: 10.1002/psp4.12643. Epub 2021 May 27.","Ogami C","CPT Pharmacometrics Syst Pharmacol","2021","2021/05/06","PMC8302242","","10.1002/psp4.12643"
"32278847","Machine Learning for Automation of Radiology Protocols for Quality and Efficiency Improvement","Kalra A, Chakraborty A, Fine B, Reicher J.","J Am Coll Radiol. 2020 Sep;17(9):1149-1158. doi: 10.1016/j.jacr.2020.03.012. Epub 2020 Apr 9.","Kalra A","J Am Coll Radiol","2020","2020/04/13","","","10.1016/j.jacr.2020.03.012"
"29447188","Comparing deep learning and concept extraction based methods for patient phenotyping from clinical narratives","Gehrmann S, Dernoncourt F, Li Y, Carlson ET, Wu JT, Welt J, Foote J Jr, Moseley ET, Grant DW, Tyler PD, Celi LA.","PLoS One. 2018 Feb 15;13(2):e0192360. doi: 10.1371/journal.pone.0192360. eCollection 2018.","Gehrmann S","PLoS One","2018","2018/02/16","PMC5813927","","10.1371/journal.pone.0192360"
"30815459","Societal Issues Concerning the Application of Artificial Intelligence in Medicine","Vellido A.","Kidney Dis (Basel). 2019 Feb;5(1):11-17. doi: 10.1159/000492428. Epub 2018 Sep 3.","Vellido A","Kidney Dis (Basel)","2019","2019/03/01","PMC6388581","","10.1159/000492428"
"32532084","Convolution-and Attention-Based Neural Network for Automated Sleep Stage Classification","Zhu T, Luo W, Yu F.","Int J Environ Res Public Health. 2020 Jun 10;17(11):4152. doi: 10.3390/ijerph17114152.","Zhu T","Int J Environ Res Public Health","2020","2020/06/14","PMC7313068","","10.3390/ijerph17114152"
"33239189","Machine learning integration of circulating and imaging biomarkers for explainable patient-specific prediction of cardiac events: A prospective study","Tamarappoo BK, Lin A, Commandeur F, McElhinney PA, Cadet S, Goeller M, Razipour A, Chen X, Gransar H, Cantu S, Miller RJ, Achenbach S, Friedman J, Hayes S, Thomson L, Wong ND, Rozanski A, Slomka PJ, Berman DS, Dey D.","Atherosclerosis. 2021 Feb;318:76-82. doi: 10.1016/j.atherosclerosis.2020.11.008. Epub 2020 Nov 13.","Tamarappoo BK","Atherosclerosis","2021","2020/11/26","PMC7856265","NIHMS1648789","10.1016/j.atherosclerosis.2020.11.008"
"33272610","Computer vision in surgery","Ward TM, Mascagni P, Ban Y, Rosman G, Padoy N, Meireles O, Hashimoto DA.","Surgery. 2021 May;169(5):1253-1256. doi: 10.1016/j.surg.2020.10.039. Epub 2020 Dec 1.","Ward TM","Surgery","2021","2020/12/04","","","10.1016/j.surg.2020.10.039"
"34638627","Risk Prediction of Cardiovascular Events by Exploration of Molecular Data with Explainable Artificial Intelligence","Westerlund AM, Hawe JS, Heinig M, Schunkert H.","Int J Mol Sci. 2021 Sep 24;22(19):10291. doi: 10.3390/ijms221910291.","Westerlund AM","Int J Mol Sci","2021","2021/10/13","PMC8508897","","10.3390/ijms221910291"
"34499049","Key Technology Considerations in Developing and Deploying Machine Learning Models in Clinical Radiology Practice","Kulkarni V, Gawali M, Kharat A.","JMIR Med Inform. 2021 Sep 9;9(9):e28776. doi: 10.2196/28776.","Kulkarni V","JMIR Med Inform","2021","2021/09/09","PMC8461525","","10.2196/28776"
"34459743","Patient-Level Cancer Prediction Models From a Nationwide Patient Cohort: Model Development and Validation","Lee E, Jung SY, Hwang HJ, Jung J.","JMIR Med Inform. 2021 Aug 30;9(8):e29807. doi: 10.2196/29807.","Lee E","JMIR Med Inform","2021","2021/08/30","PMC8438609","","10.2196/29807"
"34974189","Deep learning for temporal data representation in electronic health records: A systematic review of challenges and methodologies","Xie F, Yuan H, Ning Y, Ong MEH, Feng M, Hsu W, Chakraborty B, Liu N.","J Biomed Inform. 2022 Feb;126:103980. doi: 10.1016/j.jbi.2021.103980. Epub 2021 Dec 30.","Xie F","J Biomed Inform","2022","2022/01/02","","","10.1016/j.jbi.2021.103980"
"29594137","Artificial Intelligence for the Artificial Kidney: Pointers to the Future of a Personalized Hemodialysis Therapy","Hueso M, Vellido A, Montero N, Barbieri C, Ramos R, Angoso M, Cruzado JM, Jonsson A.","Kidney Dis (Basel). 2018 Feb;4(1):1-9. doi: 10.1159/000486394. Epub 2018 Jan 25.","Hueso M","Kidney Dis (Basel)","2018","2018/03/30","PMC5848485","","10.1159/000486394"
"33309898","The role of explainability in creating trustworthy artificial intelligence for health care: A comprehensive survey of the terminology, design choices, and evaluation strategies","Markus AF, Kors JA, Rijnbeek PR.","J Biomed Inform. 2021 Jan;113:103655. doi: 10.1016/j.jbi.2020.103655. Epub 2020 Dec 10.","Markus AF","J Biomed Inform","2021","2020/12/14","","","10.1016/j.jbi.2020.103655"
"33709609","Opening the black box of AI-Medicine","Poon AIF, Sung JJY.","J Gastroenterol Hepatol. 2021 Mar;36(3):581-584. doi: 10.1111/jgh.15384.","Poon AIF","J Gastroenterol Hepatol","2021","2021/03/12","","","10.1111/jgh.15384"
"32456329","A Machine Learning-Based Approach for Predicting Patient Punctuality in Ambulatory Care Centers","Srinivas S.","Int J Environ Res Public Health. 2020 May 24;17(10):3703. doi: 10.3390/ijerph17103703.","Srinivas S","Int J Environ Res Public Health","2020","2020/05/28","PMC7277622","","10.3390/ijerph17103703"
"34124652","Interpretability of Machine Learning Solutions in Public Healthcare: The CRISP-ML Approach","Kolyshkina I, Simoff S.","Front Big Data. 2021 May 26;4:660206. doi: 10.3389/fdata.2021.660206. eCollection 2021.","Kolyshkina I","Front Big Data","2021","2021/06/14","PMC8187858","","10.3389/fdata.2021.660206"
"34661658","Updates in deep learning research in ophthalmology","Ng WY, Zhang S, Wang Z, Ong CJT, Gunasekeran DV, Lim GYS, Zheng F, Tan SCY, Tan GSW, Rim TH, Schmetterer L, Ting DSW.","Clin Sci (Lond). 2021 Oct 29;135(20):2357-2376. doi: 10.1042/CS20210207.","Ng WY","Clin Sci (Lond)","2021","2021/10/18","","","10.1042/CS20210207"
"32789670","[Artificial intelligence in image analysis-fundamentals and new developments]","Pouly M, Koller T, Gottfrois P, Lionetti S.","Hautarzt. 2020 Sep;71(9):660-668. doi: 10.1007/s00105-020-04663-7.","Pouly M","Hautarzt","2020","2020/08/14","","","10.1007/s00105-020-04663-7"
"33004625","A microstructural neural network biomarker for dystonia diagnosis identified by a DystoniaNet deep learning platform","Valeriani D, Simonyan K.","Proc Natl Acad Sci U S A. 2020 Oct 20;117(42):26398-26405. doi: 10.1073/pnas.2009165117. Epub 2020 Oct 1.","Valeriani D","Proc Natl Acad Sci U S A","2020","2020/10/02","PMC7586425","","10.1073/pnas.2009165117"
"33247560","Deep learning-level melanoma detection by interpretable machine learning and imaging biomarker cues","Gareau DS, Browning J, Correa Da Rosa J, Suarez-Farinas M, Lish S, Zong AM, Firester B, Vrattos C, Renert-Yuval Y, Gamboa M, Vallone MG, Barragán-Estudillo ZF, Tamez-Peña AL, Montoya J, Jesús-Silva MA, Carrera C, Malvehy J, Puig S, Marghoob A, Carucci JA, Krueger JG.","J Biomed Opt. 2020 Nov;25(11):112906. doi: 10.1117/1.JBO.25.11.112906.","Gareau DS","J Biomed Opt","2020","2020/11/28","PMC7702097","","10.1117/1.JBO.25.11.112906"
"34075353","Machine learning-based prediction of health outcomes in pediatric organ transplantation recipients","Killian MO, Payrovnaziri SN, Gupta D, Desai D, He Z.","JAMIA Open. 2021 Mar 12;4(1):ooab008. doi: 10.1093/jamiaopen/ooab008. eCollection 2021 Jan.","Killian MO","JAMIA Open","2021","2021/06/02","PMC7952224","","10.1093/jamiaopen/ooab008"
"33779574","Interpretable Conditional Recurrent Neural Network for Weight Change Prediction: Algorithm Development and Validation Study","Kim HH, Kim Y, Park YR.","JMIR Mhealth Uhealth. 2021 Mar 29;9(3):e22183. doi: 10.2196/22183.","Kim HH","JMIR Mhealth Uhealth","2021","2021/03/29","PMC8088842","","10.2196/22183"
"34454166","Systematic review of automatic assessment systems for resistance-training movement performance: A data science perspective","Hart R, Smith H, Zhang Y.","Comput Biol Med. 2021 Oct;137:104779. doi: 10.1016/j.compbiomed.2021.104779. Epub 2021 Aug 21.","Hart R","Comput Biol Med","2021","2021/08/28","","","10.1016/j.compbiomed.2021.104779"
"32106285","Physician understanding, explainability, and trust in a hypothetical machine learning risk calculator","Diprose WK, Buist N, Hua N, Thurier Q, Shand G, Robinson R.","J Am Med Inform Assoc. 2020 Apr 1;27(4):592-600. doi: 10.1093/jamia/ocz229.","Diprose WK","J Am Med Inform Assoc","2020","2020/02/28","PMC7647292","","10.1093/jamia/ocz229"
"31293245","Artificial Intelligence and the Implementation Challenge","Shaw J, Rudzicz F, Jamieson T, Goldfarb A.","J Med Internet Res. 2019 Jul 10;21(7):e13659. doi: 10.2196/13659.","Shaw J","J Med Internet Res","2019","2019/07/12","PMC6652121","","10.2196/13659"
"34847043","Interpreting Deep Machine Learning Models: An Easy Guide for Oncologists","Pereira Amorim J, Henriques Abreu P, Fernandez A, Reyes M, Santos J, Henriques Abreu M.","IEEE Rev Biomed Eng. 2021 Nov 30;PP. doi: 10.1109/RBME.2021.3131358. Online ahead of print.","Pereira Amorim J","IEEE Rev Biomed Eng","2021","2021/11/30","","","10.1109/RBME.2021.3131358"
"33375658","Explainable AI: A Review of Machine Learning Interpretability Methods","Linardatos P, Papastefanopoulos V, Kotsiantis S.","Entropy (Basel). 2020 Dec 25;23(1):18. doi: 10.3390/e23010018.","Linardatos P","Entropy (Basel)","2020","2020/12/30","PMC7824368","","10.3390/e23010018"
"33117612","Artificial Intelligence Algorithms to Diagnose Glaucoma and Detect Glaucoma Progression: Translation to Clinical Practice","Mursch-Edlmayr AS, Ng WS, Diniz-Filho A, Sousa DC, Arnold L, Schlenker MB, Duenas-Angeles K, Keane PA, Crowston JG, Jayaram H.","Transl Vis Sci Technol. 2020 Oct 15;9(2):55. doi: 10.1167/tvst.9.2.55. eCollection 2020 Oct.","Mursch-Edlmayr AS","Transl Vis Sci Technol","2020","2020/10/29","PMC7571273","","10.1167/tvst.9.2.55"
"33685592","DeepAISE - An interpretable and recurrent neural survival model for early prediction of sepsis","Shashikumar SP, Josef CS, Sharma A, Nemati S.","Artif Intell Med. 2021 Mar;113:102036. doi: 10.1016/j.artmed.2021.102036. Epub 2021 Feb 13.","Shashikumar SP","Artif Intell Med","2021","2021/03/09","PMC8029104","NIHMS1680434","10.1016/j.artmed.2021.102036"
"33305308","ECMarker: interpretable machine learning model identifies gene expression biomarkers predicting clinical outcomes and reveals molecular mechanisms of human disease in early stages","Jin T, Nguyen ND, Talos F, Wang D.","Bioinformatics. 2021 May 23;37(8):1115-1124. doi: 10.1093/bioinformatics/btaa935.","Jin T","Bioinformatics","2021","2020/12/11","PMC8150141","","10.1093/bioinformatics/btaa935"
"34898454","Population Preferences for Performance and Explainability of Artificial Intelligence in Health Care: Choice-Based Conjoint Survey","Ploug T, Sundby A, Moeslund TB, Holm S.","J Med Internet Res. 2021 Dec 13;23(12):e26611. doi: 10.2196/26611.","Ploug T","J Med Internet Res","2021","2021/12/13","PMC8713089","","10.2196/26611"
"34938903","Interpretable, not black-box, artificial intelligence should be used for embryo selection","Afnan MAM, Liu Y, Conitzer V, Rudin C, Mishra A, Savulescu J, Afnan M.","Hum Reprod Open. 2021 Nov 2;2021(4):hoab040. doi: 10.1093/hropen/hoab040. eCollection 2021.","Afnan MAM","Hum Reprod Open","2021","2021/12/23","PMC8687137","","10.1093/hropen/hoab040"
"33709067","Comparison and interpretability of machine learning models to predict severity of chest injury","Kulshrestha S, Dligach D, Joyce C, Gonzalez R, O'Rourke AP, Glazer JM, Stey A, Kruser JM, Churpek MM, Afshar M.","JAMIA Open. 2021 Mar 1;4(1):ooab015. doi: 10.1093/jamiaopen/ooab015. eCollection 2021 Jan.","Kulshrestha S","JAMIA Open","2021","2021/03/12","PMC7935500","","10.1093/jamiaopen/ooab015"
"33631303","Artificial intelligence in dental research: Checklist for authors, reviewers, readers","Schwendicke F, Singh T, Lee JH, Gaudin R, Chaurasia A, Wiegand T, Uribe S, Krois J; IADR e-oral health network and the ITU WHO focus group AI for Health.","J Dent. 2021 Apr;107:103610. doi: 10.1016/j.jdent.2021.103610. Epub 2021 Feb 22.","Schwendicke F","J Dent","2021","2021/02/25","","","10.1016/j.jdent.2021.103610"
"33644087","The Role of DICOM in Artificial Intelligence for Skin Disease","Caffery LJ, Rotemberg V, Weber J, Soyer HP, Malvehy J, Clunie D.","Front Med (Lausanne). 2021 Feb 10;7:619787. doi: 10.3389/fmed.2020.619787. eCollection 2020.","Caffery LJ","Front Med (Lausanne)","2021","2021/03/01","PMC7902872","","10.3389/fmed.2020.619787"
"31749317","Artificial intelligence in genetic services delivery: Utopia or apocalypse?","Kearney E, Wojcik A, Babu D.","J Genet Couns. 2020 Feb;29(1):8-17. doi: 10.1002/jgc4.1192. Epub 2019 Nov 20.","Kearney E","J Genet Couns","2020","2019/11/22","","","10.1002/jgc4.1192"
"33215194","An explainable machine learning platform for pyrazinamide resistance prediction and genetic feature identification of Mycobacterium tuberculosis","Zhang A, Teng L, Alterovitz G.","J Am Med Inform Assoc. 2021 Mar 1;28(3):533-540. doi: 10.1093/jamia/ocaa233.","Zhang A","J Am Med Inform Assoc","2021","2020/11/20","PMC7936518","","10.1093/jamia/ocaa233"
"34127231","Interpreting deep learning models for epileptic seizure detection on EEG signals","Gabeff V, Teijeiro T, Zapater M, Cammoun L, Rheims S, Ryvlin P, Atienza D.","Artif Intell Med. 2021 Jul;117:102084. doi: 10.1016/j.artmed.2021.102084. Epub 2021 May 1.","Gabeff V","Artif Intell Med","2021","2021/06/15","","","10.1016/j.artmed.2021.102084"
"32801215","A robust and interpretable end-to-end deep learning model for cytometry data","Hu Z, Tang A, Singh J, Bhattacharya S, Butte AJ.","Proc Natl Acad Sci U S A. 2020 Sep 1;117(35):21373-21380. doi: 10.1073/pnas.2003026117. Epub 2020 Aug 14.","Hu Z","Proc Natl Acad Sci U S A","2020","2020/08/18","PMC7474669","","10.1073/pnas.2003026117"
"34198329","Interpretable disease prediction using heterogeneous patient records with self-attentive fusion encoder","Kwak H, Chang J, Choe B, Park S, Jung K.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2155-2164. doi: 10.1093/jamia/ocab109.","Kwak H","J Am Med Inform Assoc","2021","2021/07/01","PMC8449612","","10.1093/jamia/ocab109"
"32417928","Explainable artificial intelligence models using real-world electronic health record data: a systematic scoping review","Payrovnaziri SN, Chen Z, Rengifo-Moreno P, Miller T, Bian J, Chen JH, Liu X, He Z.","J Am Med Inform Assoc. 2020 Jul 1;27(7):1173-1185. doi: 10.1093/jamia/ocaa053.","Payrovnaziri SN","J Am Med Inform Assoc","2020","2020/05/18","PMC7647281","","10.1093/jamia/ocaa053"
"32418339","Introduction to machine and deep learning for medical physicists","Cui S, Tseng HH, Pakela J, Ten Haken RK, El Naqa I.","Med Phys. 2020 Jun;47(5):e127-e147. doi: 10.1002/mp.14140.","Cui S","Med Phys","2020","2020/05/18","PMC7331753","NIHMS1604260","10.1002/mp.14140"
"34787584","Machine Learning-Based Hospital Discharge Prediction for Patients With Cardiovascular Diseases: Development and Usability Study","Ahn I, Gwon H, Kang H, Kim Y, Seo H, Choi H, Cho HN, Kim M, Jun TJ, Kim YH.","JMIR Med Inform. 2021 Nov 17;9(11):e32662. doi: 10.2196/32662.","Ahn I","JMIR Med Inform","2021","2021/11/17","PMC8663648","","10.2196/32662"
"34001326","Machine learning in oral squamous cell carcinoma: Current status, clinical concerns and prospects for future-A systematic review","Alabi RO, Youssef O, Pirinen M, Elmusrati M, Mäkitie AA, Leivo I, Almangush A.","Artif Intell Med. 2021 May;115:102060. doi: 10.1016/j.artmed.2021.102060. Epub 2021 Mar 26.","Alabi RO","Artif Intell Med","2021","2021/05/18","","","10.1016/j.artmed.2021.102060"
"34754064","Machine intelligence in non-invasive endocrine cancer diagnostics","Thomasian NM, Kamel IR, Bai HX.","Nat Rev Endocrinol. 2022 Feb;18(2):81-95. doi: 10.1038/s41574-021-00543-9. Epub 2021 Nov 9.","Thomasian NM","Nat Rev Endocrinol","2022","2021/11/10","PMC8576465","","10.1038/s41574-021-00543-9"
"33184470","Artificial neural networks and pathologists recognize basal cell carcinomas based on different histological patterns","Kimeswenger S, Tschandl P, Noack P, Hofmarcher M, Rumetshofer E, Kindermann H, Silye R, Hochreiter S, Kaltenbrunner M, Guenova E, Klambauer G, Hoetzenecker W.","Mod Pathol. 2021 May;34(5):895-903. doi: 10.1038/s41379-020-00712-7. Epub 2020 Nov 13.","Kimeswenger S","Mod Pathol","2021","2020/11/13","","","10.1038/s41379-020-00712-7"
"34749093","Explainable deep learning ensemble for food image analysis on edge devices","Tahir GA, Loo CK.","Comput Biol Med. 2021 Dec;139:104972. doi: 10.1016/j.compbiomed.2021.104972. Epub 2021 Oct 27.","Tahir GA","Comput Biol Med","2021","2021/11/08","","","10.1016/j.compbiomed.2021.104972"
"34833853","Artificial Intelligence for Autonomous Molecular Design: A Perspective","Joshi RP, Kumar N.","Molecules. 2021 Nov 9;26(22):6761. doi: 10.3390/molecules26226761.","Joshi RP","Molecules","2021","2021/11/27","PMC8619999","","10.3390/molecules26226761"
"34999476","Extendable and explainable deep learning for pan-cancer radiogenomics research","Liu Q, Hu P.","Curr Opin Chem Biol. 2022 Feb;66:102111. doi: 10.1016/j.cbpa.2021.102111. Epub 2022 Jan 6.","Liu Q","Curr Opin Chem Biol","2022","2022/01/09","","","10.1016/j.cbpa.2021.102111"
"35213063","Predicting Mohs surgery complexity by applying machine learning to patient demographics and tumor characteristics","Shoham G, Berl A, Shir-Az O, Shabo S, Shalom A.","Exp Dermatol. 2022 Feb 24. doi: 10.1111/exd.14550. Online ahead of print.","Shoham G","Exp Dermatol","2022","2022/02/25","","","10.1111/exd.14550"
"32511198","Applying Artificial Intelligence to Mitigate Effects of Patient Motion or Other Complicating Factors on Image Quality","Nguyen XV, Oztek MA, Nelakurti DD, Brunnquell CL, Mossa-Basha M, Haynor DR, Prevedello LM.","Top Magn Reson Imaging. 2020 Aug;29(4):175-180. doi: 10.1097/RMR.0000000000000249.","Nguyen XV","Top Magn Reson Imaging","2020","2020/06/09","","","10.1097/RMR.0000000000000249"
"34366612","Role of artificial intelligence in multidisciplinary imaging diagnosis of gastrointestinal diseases","Berbís MA, Aneiros-Fernández J, Mendoza Olivares FJ, Nava E, Luna A.","World J Gastroenterol. 2021 Jul 21;27(27):4395-4412. doi: 10.3748/wjg.v27.i27.4395.","Berbís MA","World J Gastroenterol","2021","2021/08/09","PMC8316909","","10.3748/wjg.v27.i27.4395"
